event_id,game_datetime,game_date,name,short_name,season_type,season_type_name,round_type,status_state,status_detail,completed,neutral_site,venue,home_team_id,home_team,home_abbrev,home_score,away_team_id,away_team,away_abbrev,away_score,home_win,home_margin
401810322,2026-01-01T00:00:00Z,2026-01-01,,,,,,,,False,,,,,,,,,,,,
401810723,2026-03-01T18:00:00Z,2026-03-01,,,,,,,,False,,,,,,,,,,,,
401859963,2026-06-04T00:30:00Z,2026-06-04,,,,,,,,False,,,,,,,,,,,,
401859964,2026-06-06T00:30:00Z,2026-06-06,,,,,,,,False,,,,,,,,,,,,
401859965,2026-06-09T00:30:00Z,2026-06-09,,,,,,,,False,,,,,,,,,,,,
401859966,2026-06-11T00:30:00Z,2026-06-11,,,,,,,,False,,,,,,,,,,,,
401859967,2026-06-14T00:30:00Z,2026-06-14,,,,,,,,False,,,,,,,,,,,,
401859968,2026-06-17T00:30:00Z,2026-06-17,,,,,,,,False,,,,,,,,,,,,
401859969,2026-06-20T00:30:00Z,2026-06-20,,,,,,,,False,,,,,,,,,,,,
